r_mean,g_mean,b_mean,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,b_0,b_1,b_2,b_3,b_4,b_5,b_6,b_7,b_8,grad_mean,grad_std,label
209.6970,129.5994,76.5896,223.2703,222.4631,212.5910,194.0611,221.6165,208.6653,205.9776,195.0016,204.1301,143.3649,144.6999,121.5839,119.7522,138.2467,115.7352,126.6005,124.7645,132.0723,84.9090,84.6669,80.5924,63.1954,80.3485,74.9397,69.9122,62.3517,88.6397,0.029104,0.039688,0
135.8147,103.3040,86.4010,125.8439,141.9946,134.9317,128.2642,115.9371,144.4991,153.0611,134.6295,143.1670,101.8819,113.7625,133.4670,86.8845,80.7740,95.0321,122.8224,95.2673,99.8663,98.6606,97.7514,112.8784,83.8394,83.5746,56.6917,102.0692,82.2575,60.2241,0.094485,0.078166,0
238.0564,202.3907,178.4445,240.6733,234.3168,252.8400,225.4231,232.2126,226.8640,250.5818,240.0210,239.7902,236.9836,180.6760,248.4357,189.3602,125.9508,181.6167,247.2721,199.1291,213.7575,223.1936,172.2746,247.9113,132.0238,71.3106,152.2141,232.9488,182.8311,193.4300,0.025085,0.056359,0
190.5136,115.1686,122.7307,202.7342,234.7410,237.8623,132.9850,187.5219,181.0861,184.6319,182.0305,172.4131,134.9274,140.2390,148.6560,89.8017,105.2628,107.8403,111.0156,109.9456,89.8731,118.6678,107.8325,111.5687,105.5011,127.8194,135.3106,134.9042,141.1058,121.4644,0.054761,0.061491,0
108.9916,115.5141,52.2770,80.1187,72.1863,223.5735,105.6533,227.4295,88.0258,45.9822,77.3687,59.9740,112.5440,92.9261,229.7389,114.1115,126.2825,121.7449,75.8223,66.6896,100.3621,52.8017,32.9849,217.2310,22.5584,30.8894,59.1836,7.9443,4.8903,42.9785,0.029759,0.048637,0
215.5902,169.7565,152.1120,248.6127,242.1499,235.6760,218.0173,211.7437,171.7117,240.2922,186.2576,186.6531,241.2700,204.0448,206.8432,152.4127,106.4485,103.3979,211.9511,141.4811,161.2443,233.3505,158.2523,198.9600,139.3511,70.6357,88.8792,190.2173,121.1744,169.6088,0.048506,0.067434,0
126.6904,85.9494,78.4090,192.9624,131.9768,170.4573,105.3879,109.5996,160.2103,69.0461,86.1657,115.7644,126.6571,91.3715,137.2784,62.6074,70.9412,117.1408,42.5973,52.4955,73.4016,104.9622,87.8135,133.9225,48.4589,67.6068,102.7813,46.8789,45.9287,68.0777,0.052433,0.057314,0
102.6442,112.7516,71.8589,87.0425,116.6769,128.3562,106.4690,97.4670,93.2628,98.2782,98.1228,98.2322,91.5429,126.2090,143.9921,103.9760,105.2030,109.3500,102.3225,116.1874,115.7595,53.8782,86.2645,91.7341,67.5533,60.5915,65.3687,66.9670,75.7040,78.5273,0.061578,0.057972,0
125.3668,117.0205,46.1038,155.3079,138.2727,97.4971,123.2967,149.0070,110.4698,99.5640,132.8629,122.0508,126.1351,120.7470,97.0105,135.2909,121.3968,106.1848,114.1882,115.8464,116.7124,57.6988,38.8670,30.1597,71.3800,53.6235,41.2908,37.4170,48.0844,36.7892,0.061398,0.056147,0
201.3264,149.6041,128.5928,230.9354,230.4516,220.7049,244.4143,231.1064,197.6533,146.3445,150.6352,161.5821,189.8546,176.8490,184.2585,180.2703,135.4837,172.5799,87.2386,79.2519,142.9262,166.6713,162.3130,158.6719,152.9557,105.1696,161.7209,71.7142,45.0244,135.3248,0.051915,0.053251,0
167.8262,93.0488,94.8832,171.0836,181.0407,101.9175,164.1141,161.0795,176.5882,179.6544,187.1259,187.1449,92.6170,106.3147,85.4274,62.1006,42.2479,106.9733,96.8891,127.9134,116.6771,114.6403,122.9195,95.8221,72.3365,76.9121,92.5031,97.6340,90.4357,91.5670,0.035338,0.043821,0
201.3746,155.0128,128.8474,217.7760,226.6707,180.3532,211.2516,204.0949,185.6700,197.7712,196.6742,192.7533,201.9906,206.3555,123.5962,159.1982,120.8793,135.9691,160.5045,143.3258,145.1562,193.9853,194.9901,94.8122,122.6349,85.8949,121.2707,127.8356,104.0240,116.5573,0.054202,0.060454,0
196.2962,130.7366,73.4046,208.9683,215.4187,226.4267,203.3320,181.2590,157.7585,198.0029,164.9669,211.6578,142.1778,153.2807,152.4326,136.4057,115.9506,84.9626,145.5893,107.5619,139.4586,94.9705,95.8161,117.6686,78.3943,55.8834,40.7245,64.0804,51.6682,62.8503,0.037333,0.040191,0
110.9483,107.5606,93.1455,83.0384,110.2550,167.2114,78.8241,161.6531,102.4400,106.7862,100.1979,87.2726,85.2114,110.6626,142.1160,79.2997,138.3802,99.3069,100.6728,99.7355,111.8936,65.3834,114.6824,106.7926,60.1395,83.9705,81.4388,98.9266,89.7260,136.5169,0.056483,0.064349,0
141.9487,129.2308,88.7370,122.3680,128.1975,106.7723,171.3506,184.9150,169.4482,117.1036,144.2274,132.0459,130.6748,126.9279,120.4798,123.3874,127.0608,133.7747,121.0348,154.6226,124.8178,102.6961,76.8757,62.1564,79.9575,69.0892,105.6532,74.3811,134.7973,92.5753,0.060438,0.068749,0
166.2201,111.7292,58.6462,174.4621,170.3522,124.7417,175.2649,199.8910,159.9809,185.9648,163.5116,142.0191,141.3144,134.5017,123.4272,150.6046,106.1677,90.4219,105.4481,99.4260,56.1021,105.8489,69.1338,88.4115,99.7318,5.6873,60.4043,43.4278,38.4548,19.0503,0.041136,0.046321,0
165.5260,143.4367,114.4378,170.7680,170.0190,147.3333,134.3353,203.2980,144.3098,166.2863,196.3467,156.5033,167.4659,124.6102,147.7889,125.9877,162.9234,157.9526,152.3127,136.2254,116.0843,155.4961,75.7340,142.8384,114.6084,91.3870,160.8388,138.6276,58.2264,93.7585,0.048161,0.049704,0
209.5406,129.4652,76.4369,223.1175,222.3064,212.4601,193.9127,221.4379,208.5205,205.8257,194.8675,203.9221,143.2325,144.5611,121.4626,119.6411,138.1240,115.6016,126.4708,124.6205,131.8989,84.7717,84.5151,80.4239,63.0511,80.1861,74.7739,69.7627,62.2352,88.4619,0.029162,0.039796,0
148.5196,105.7146,35.9937,135.0804,121.0953,101.0403,159.5031,155.9593,154.2729,167.9843,180.7350,159.8279,87.6993,84.8856,73.9783,102.8514,103.6212,109.9688,119.1700,145.3626,122.9533,19.4114,26.4949,33.3842,16.0781,28.7512,39.3129,38.5314,68.9476,52.6490,0.030886,0.029054,0
132.8970,94.4279,63.9290,98.3344,128.3413,136.5509,144.8396,201.0834,126.8860,131.0495,112.4258,117.0478,77.8237,106.4936,100.5296,98.7352,143.0797,87.5223,82.1551,75.7789,78.4011,69.7266,65.5109,84.1745,60.5290,94.8301,46.9685,44.6593,56.0206,53.5114,0.032383,0.045508,0
164.8782,129.7681,94.8733,176.2690,183.7932,189.5923,176.3629,155.8736,151.9831,140.4989,144.2505,165.9922,156.9704,143.5054,144.7663,119.1250,119.9726,115.9492,114.0366,108.0809,146.2581,133.6771,113.1492,104.0097,61.8944,86.9552,79.3492,76.0683,80.6308,118.8288,0.039008,0.071109,0
188.1156,147.4163,114.5120,191.5605,206.8292,145.1987,200.5524,189.0298,182.0435,208.0296,200.6286,169.6454,161.7397,143.7251,137.8273,160.1586,99.6997,149.0441,176.5605,159.7676,138.9733,125.5360,104.8083,101.4552,116.9305,64.3762,138.6038,123.2098,138.9010,117.0829,0.080223,0.066146,0
155.2602,139.6488,105.2643,142.7210,166.4929,119.2890,131.5560,207.1267,142.8869,128.2642,187.4081,170.7538,149.2881,124.3002,122.5388,128.3950,159.0914,126.7498,138.9592,145.5993,161.8869,103.1803,72.5212,87.3212,101.1465,123.5883,110.6402,106.6207,105.7210,136.5750,0.035342,0.049636,0
153.1131,108.0700,86.3484,122.5395,144.4137,128.8598,172.3572,119.5080,161.5815,182.8489,193.3197,152.8345,83.2904,89.9962,55.8646,107.1085,76.9621,93.5788,161.4660,181.3597,123.3723,34.6920,38.7275,44.0496,39.1497,60.4407,51.6021,173.9414,207.2297,127.1525,0.059366,0.079032,0
154.5821,120.7872,104.8956,164.6280,177.6047,126.7447,176.1399,197.4380,155.9298,131.6578,143.1882,118.0237,117.1630,112.3702,110.6365,112.1898,128.2478,121.0706,123.5823,134.7645,126.9347,68.0894,50.9104,106.3082,56.0197,55.8369,107.4184,167.2955,162.2182,169.6531,0.043453,0.055314,0
166.1154,120.9184,133.8457,170.0753,152.1300,162.5697,184.9657,176.4005,189.8835,156.3434,159.0059,143.7435,123.1122,101.6908,77.9657,158.8648,121.5019,176.5000,109.2939,126.0931,93.0136,158.8172,122.6892,124.1957,163.2427,72.9923,179.2699,160.1537,126.2357,98.6771,0.043199,0.056176,0
141.9641,86.3963,75.9836,160.2281,149.7077,151.7273,192.5743,164.3264,79.5195,174.5268,147.8117,59.3181,106.4101,102.1725,119.0691,105.3646,110.5077,37.6685,79.1776,90.8947,28.0893,94.3878,109.7581,112.1450,72.0265,92.2205,44.4104,55.7473,70.4048,34.4371,0.062541,0.070108,0
219.2975,209.0284,198.2579,254.1807,242.4519,252.4185,253.7337,196.8206,239.7353,188.2224,162.8776,185.3959,253.2205,217.6963,249.5220,252.1742,143.1227,237.4633,188.2224,156.9981,185.4097,252.6812,194.5301,247.4037,251.0948,83.8504,232.7292,188.2224,151.7910,185.1166,0.022175,0.063388,0
150.6898,143.5758,107.6096,161.5052,161.2034,187.4225,143.0464,169.5981,202.6444,78.0369,102.8562,148.9687,147.4115,155.7353,183.2945,129.2297,156.2764,199.7362,75.4339,97.1905,146.8252,98.0828,89.1343,146.6221,88.8093,133.1253,167.3913,36.3826,75.7348,131.8766,0.051760,0.068510,0
111.0224,80.0331,52.8587,127.8666,178.2834,142.6201,110.3779,167.6129,78.1498,79.7302,56.6305,57.7292,95.1848,142.5624,118.1375,67.9990,114.1629,55.6708,54.1627,29.0322,43.0827,79.7781,91.0184,77.2907,48.5283,65.2785,36.2337,39.4577,6.6788,31.5867,0.080939,0.094033,0
120.0004,128.7424,50.4567,146.7505,127.0267,174.2479,110.7731,99.7309,133.3281,81.3224,114.0774,93.6196,156.4756,125.9585,179.1375,131.6872,90.1246,153.7473,98.9514,111.4639,112.1837,65.6427,62.5821,48.4724,57.1520,88.1134,43.6920,34.0822,24.2310,31.2265,0.041151,0.050894,0
126.6578,144.4115,72.0377,129.6788,173.0540,152.0457,107.0120,111.7924,139.6728,115.5060,89.1484,121.6398,146.9699,191.7569,181.1906,128.9165,109.2258,164.9276,135.0328,104.1729,137.2125,86.0625,114.8568,73.7279,59.7377,92.5681,56.8859,61.1580,43.6745,59.5460,0.050378,0.064912,0
149.5476,112.2448,93.7882,181.5609,168.9307,156.8184,151.9393,159.8339,150.6208,132.6090,124.8108,120.1985,127.2630,139.9788,112.2212,106.0372,120.9646,107.4774,116.2215,96.9938,83.8673,88.3766,126.5910,90.3119,85.5317,105.2332,91.6868,110.5994,77.4927,68.7187,0.077829,0.065375,0
125.5930,84.4115,70.6399,111.4654,157.1154,172.5421,164.1305,150.9503,129.0720,72.6310,89.8759,82.1743,101.4595,127.6713,99.5782,97.2032,94.1838,57.9142,73.6708,62.4301,45.8475,76.4575,98.8701,96.7913,93.0725,82.9462,62.2444,43.8818,42.4366,39.0783,0.043055,0.052940,0
158.1518,154.3283,113.1051,167.0997,186.4152,175.4780,198.7421,175.4011,152.4524,124.4034,119.1260,125.9114,166.1045,176.3039,165.5739,192.4842,165.1426,166.4509,121.9728,115.5487,121.0517,107.3990,127.0204,123.8270,149.3722,137.9317,111.1165,94.8621,84.1121,83.5324,0.068224,0.069724,0
187.5827,184.7338,190.3171,250.6102,243.8150,247.1803,167.7127,103.9396,192.5503,168.1974,143.9804,173.2725,250.4237,240.8113,242.9501,167.1923,98.8978,176.5521,169.8600,146.8430,172.2317,251.3224,240.9118,241.1951,180.0880,114.9620,182.0281,175.3806,154.6374,175.2556,0.035220,0.072980,0
116.5251,91.2873,57.2266,126.6740,143.0204,125.2786,113.6044,138.4482,137.8760,85.1061,80.9260,97.4698,105.8608,116.0247,111.1271,81.7007,101.8675,95.3861,71.2493,67.3424,70.8267,69.4005,72.8823,81.0511,47.7671,59.1620,52.1214,48.6187,41.8633,42.0942,0.089345,0.069760,0
190.8950,187.7061,191.4300,254.2850,228.3433,254.6492,214.2875,97.3440,216.7193,181.6555,93.4703,178.3345,254.0961,224.9304,254.5680,211.8678,85.5998,215.8955,180.5415,85.3699,177.5976,254.1069,226.7954,254.5777,216.7572,99.4543,217.2722,181.3388,95.3108,178.2953,0.023865,0.058714,0
86.8101,93.8815,116.4089,129.0131,116.2331,124.3985,49.9891,62.9450,64.4320,24.9858,89.1791,119.7155,153.8680,113.4614,128.1295,50.0570,52.7189,77.5244,30.3775,101.3533,136.9777,178.0281,171.1021,162.8625,106.0670,69.8424,81.9235,57.1118,103.3303,118.2607,0.060718,0.075098,0
90.2400,117.4171,158.1818,68.2692,89.7121,72.3630,75.0086,108.2974,91.9222,101.8562,104.4776,99.2048,89.1340,120.3287,102.1690,99.2060,137.6713,120.8503,131.0532,128.7045,126.5085,95.3144,137.0248,136.7010,141.5960,188.2239,172.7243,186.4460,181.1195,182.2749,0.085968,0.064437,0
85.4752,70.8468,55.4323,99.7248,102.4039,84.2742,88.4211,113.0216,102.5236,54.7236,62.3600,61.6432,78.5292,84.5103,71.8982,66.5558,93.3867,84.0461,48.0174,53.9690,56.4495,56.4799,66.2449,58.3365,47.8248,70.6422,64.0798,40.4830,44.6393,49.8732,0.095026,0.078577,0
116.7315,96.3828,80.6335,89.6346,116.0033,90.2430,116.9359,175.0099,116.0112,110.9608,133.1960,101.0741,80.9895,85.5592,84.8672,106.2365,113.1635,104.3880,94.9503,109.4795,86.9677,73.1464,70.7725,76.5080,90.5819,81.9464,94.9731,77.6711,80.1336,79.5344,0.086432,0.064240,0
67.9524,61.8122,48.5877,57.8668,65.9781,54.4378,81.6182,77.3116,72.1392,62.7910,72.9975,65.8186,67.7265,64.5390,60.3521,69.8435,62.1594,62.0412,54.8771,58.4245,56.6050,53.0312,53.7844,49.4079,49.2882,41.5281,46.7104,46.7288,47.0673,50.0291,0.113749,0.106020,0
187.4478,157.4223,103.8136,209.5485,181.2182,189.5089,210.6160,200.7317,183.3331,205.4692,141.5765,166.2248,210.7223,156.3328,155.5646,208.1414,143.6067,136.4896,199.0538,107.7611,102.0637,194.4071,105.6490,82.3184,184.5092,48.3624,58.4509,169.6987,61.2240,34.2600,0.045112,0.066788,0
114.5522,97.3832,65.2724,70.8508,44.3950,36.4191,167.6568,155.1524,142.5568,156.0341,138.3636,117.6681,78.9144,73.5694,72.1818,121.0625,109.8341,98.9157,143.2328,97.0756,81.4471,46.7434,40.8580,37.6296,86.1465,85.4217,56.8284,106.0811,64.1596,63.2212,0.105731,0.099972,0
105.2975,106.1021,78.5527,92.1422,108.3835,114.4222,74.4692,123.5454,119.6769,117.7464,122.8425,74.0108,103.5566,103.5600,99.3962,89.8668,132.9206,108.2788,121.1923,122.6654,73.1591,61.3974,67.0549,70.7641,59.2495,94.5271,69.8930,105.2178,112.3668,65.5309,0.083963,0.080029,0
104.0416,104.5227,103.2978,78.4506,136.7771,127.7592,75.1432,133.4472,143.9419,55.5946,90.3840,94.1277,79.2940,137.2669,126.2871,74.9322,143.2283,140.1133,56.5854,90.8944,91.3253,89.6481,133.7031,126.9216,77.8041,125.5512,132.5899,64.1862,87.3144,91.7293,0.055392,0.060255,0
107.2923,92.4659,69.8073,92.5670,97.4087,79.9004,84.0622,91.0688,130.6640,109.2584,128.7499,150.4355,87.4239,90.0601,78.3959,78.3832,81.1053,103.8765,98.6227,98.7989,114.9248,72.5866,73.5736,56.7486,64.6646,60.8771,76.8685,86.8016,56.3368,79.8725,0.143834,0.108504,0
133.5677,109.5629,80.6308,153.7168,160.6912,102.4664,139.9295,142.4003,89.7821,148.5265,165.5712,99.8968,128.9388,89.3086,93.5306,117.5965,117.0835,85.3736,124.2195,143.9875,86.2448,105.6222,78.8522,74.1238,82.0414,73.0888,58.1483,83.7497,106.8155,63.9563,0.068737,0.082879,0
112.1907,86.2626,41.7072,78.1689,124.6905,192.5737,86.9950,129.9578,146.6217,82.5094,94.9203,73.4735,76.0161,97.1943,160.2708,70.8416,87.3895,104.4608,62.8523,69.6571,48.7665,41.0393,43.2210,34.6883,42.1590,43.7755,47.3157,44.0085,44.4186,34.6236,0.107622,0.088695,0
81.3597,80.3142,52.3797,82.5405,102.1013,107.7265,71.9346,85.0798,59.1899,58.6476,82.4030,82.8452,83.8809,98.8337,101.9117,71.1719,86.1371,69.9968,61.8324,72.1467,77.1780,53.4507,63.3526,70.7614,37.2452,64.3849,40.5602,37.7252,51.3262,52.6334,0.062295,0.058800,0
201.5995,188.0801,180.3436,221.7541,238.2541,240.0000,188.1854,135.1378,240.0000,187.1952,123.8507,239.9156,188.9625,239.0841,243.0000,123.5777,129.7422,243.0000,163.0574,118.1904,242.9244,164.5676,246.1559,252.0000,66.5559,123.6167,252.0000,144.3337,119.7507,251.9041,0.038030,0.070023,0
99.8925,71.3524,51.7111,141.9043,65.0554,166.3200,120.1913,77.0833,103.0190,51.0502,52.1018,123.8915,112.2051,50.6052,99.3796,93.5637,56.5385,62.2692,37.2199,39.3979,92.2938,93.0204,32.7399,51.8876,76.4015,44.8938,37.6592,29.0112,31.7677,69.0182,0.058643,0.069256,0
137.3030,108.0051,71.5040,168.6956,136.3105,145.2156,132.8591,160.3064,130.9003,120.6506,140.1276,100.7987,141.9707,118.1394,130.2825,100.5216,126.8940,97.3606,85.4920,102.6356,68.8022,102.1319,80.9108,107.9736,60.6905,77.8975,71.7940,52.6795,49.0251,40.4467,0.092050,0.083496,0
185.7483,180.2088,161.5880,229.5797,195.3107,197.7415,213.0895,131.6565,159.4456,207.9949,144.2827,195.1749,227.2523,186.7913,213.3886,219.1987,70.0824,146.7216,205.3251,147.2680,209.0568,221.6324,167.2819,190.4822,201.2213,52.3064,121.6653,199.4965,114.9955,188.9213,0.027369,0.037772,0
98.2936,100.6404,47.7093,140.8436,86.7605,74.7426,125.9319,76.4667,88.6128,83.0530,91.8231,117.1405,103.9413,89.1000,91.1867,97.5411,90.3615,106.8400,105.3805,118.8964,102.5821,76.0650,53.1364,23.1159,92.6284,35.0077,29.8133,28.4673,29.8190,62.0513,0.049540,0.049277,0
178.8121,146.5626,80.6680,136.6232,159.4679,150.9302,189.6757,211.6882,184.8883,181.8462,199.2432,194.5686,142.3536,140.7209,152.1403,176.0608,120.3556,129.1546,176.0283,159.7956,123.1838,82.6564,79.3997,96.1511,79.8967,44.0400,76.9692,118.2548,86.6171,62.5444,0.064469,0.063255,0
116.3496,99.0036,78.7025,148.7682,115.5673,129.3107,117.1290,113.3240,98.8457,99.3780,135.4679,89.5721,120.1335,93.2554,105.0016,100.1847,97.8897,88.6065,89.5999,116.3628,80.1701,79.2977,73.8420,83.6000,74.6806,78.9956,74.5479,72.7293,101.2768,69.2275,0.072162,0.078754,0
125.9457,119.5919,112.7977,114.0669,106.6124,131.5270,145.7793,109.1346,136.1000,137.7976,120.2911,132.4664,102.3394,98.3171,106.5489,145.5547,115.5051,130.7410,132.9485,116.7184,127.9486,90.0618,92.9359,92.9375,141.8549,125.4070,120.2771,122.5450,111.5054,117.8692,0.058657,0.060974,0
123.1138,98.2071,77.2087,112.0145,171.0301,117.9314,108.3423,155.9098,125.7867,90.2049,127.4402,98.5808,85.6307,139.3813,95.1474,82.1179,123.4870,95.4880,71.0120,107.2279,83.6272,65.1703,103.2206,78.7142,60.8312,93.1588,76.5680,53.6400,88.9537,73.9287,0.096094,0.083949,0
124.3536,110.7460,56.2948,111.8594,127.0876,139.2144,140.7846,119.8824,142.1603,113.0341,115.3179,109.8491,102.5314,105.6150,117.8914,112.9208,115.2995,136.9608,95.6303,106.9045,102.5563,57.8993,55.1469,70.4955,59.0443,47.9701,69.1872,44.5559,50.6979,51.8499,0.092149,0.058323,0
147.0823,145.2531,62.9115,149.8461,158.0367,159.4560,174.4682,112.7432,161.3109,125.3956,157.8246,125.1274,130.3053,151.5969,164.3077,173.1100,118.0263,162.1981,132.5548,145.8825,129.4419,46.8745,73.9203,35.0079,67.6860,99.8265,77.1316,47.0852,77.3185,40.5299,0.053882,0.060608,0
129.4357,80.0851,69.9546,188.7231,144.9472,98.4561,174.6295,123.9168,85.5363,175.5868,102.2011,73.7933,139.2438,69.1225,47.5173,138.0422,60.0771,29.1661,145.1562,59.5149,35.6515,110.8260,48.8620,36.7456,127.8411,57.1107,30.3416,144.0332,46.9168,28.9395,0.065604,0.065862,0
102.3072,101.4823,66.2405,100.3279,118.1257,105.3952,114.4820,112.1577,114.9703,82.1150,84.2456,89.1095,98.7194,112.7921,127.9171,112.4474,108.4880,110.3841,77.8736,72.6335,92.4943,62.2389,76.9062,66.0974,69.3694,77.3995,68.4627,59.5578,58.2367,57.9102,0.096052,0.069381,0
94.2374,74.8535,38.0195,81.6895,156.9241,72.6182,101.5584,150.0384,93.1781,47.8830,91.3125,52.8208,88.0416,131.2708,58.3244,71.4024,102.9733,75.2997,38.0543,62.5811,46.4315,52.3428,68.2033,29.7516,26.2654,59.2800,43.3179,21.3308,28.7048,13.5117,0.077736,0.075948,0
94.1656,96.8526,126.3262,98.0527,78.7440,68.6760,102.7278,81.7651,73.8389,123.6259,121.2125,99.4061,96.8046,83.5995,70.4245,104.5059,91.1459,79.3392,121.2954,124.8677,100.1184,118.1986,120.1077,96.5709,137.0116,130.7805,115.3579,142.7197,150.0269,126.4147,0.118741,0.085294,0
123.2436,111.7243,87.2070,90.6413,134.9949,124.8975,108.7486,136.0881,134.5321,119.7756,140.6933,117.7107,91.6654,133.9213,109.1854,117.2986,117.7749,106.9085,117.4950,111.8012,99.3488,85.1663,120.3952,69.2162,112.9063,85.8040,66.2995,105.0729,74.3278,66.5349,0.092258,0.079370,0
188.0340,207.5866,171.7298,217.9454,216.1447,219.9842,200.8771,177.5010,211.5506,165.1557,119.1881,164.2244,249.5688,198.8837,237.8269,232.9840,139.0511,212.3163,221.1041,158.9321,218.6911,227.2355,112.4114,205.9728,199.4397,52.7617,163.8499,220.1386,146.6203,218.8936,0.028461,0.050735,0
92.7906,89.0974,67.4998,117.0233,93.2033,80.9496,114.1194,58.5156,65.2585,115.3795,119.0591,71.7514,117.7312,88.3833,78.9652,113.4610,45.9789,64.0293,118.4836,99.5204,75.6995,80.9212,75.9452,56.3144,76.5950,35.6844,42.1519,93.6366,83.3243,62.5550,0.061064,0.063669,0
66.6624,56.1074,39.6697,51.3449,60.3051,69.1479,56.1952,109.9755,74.6611,54.7068,80.1265,42.5535,49.8115,55.3933,61.9775,50.8495,83.1473,55.3029,50.3671,60.9687,36.8940,41.7693,36.5568,55.6140,35.3847,48.1110,38.9395,36.3495,33.7126,30.8629,0.088503,0.094591,0
61.2669,76.1258,93.2710,72.3122,81.9782,65.9029,58.6314,61.3739,62.9955,41.7419,57.0675,49.9757,89.2584,95.2642,81.7429,69.9892,81.3435,84.4491,52.1965,68.8101,62.6067,112.2805,105.4669,83.2278,87.9738,99.5213,108.7285,70.2824,89.4757,82.7765,0.065233,0.061538,0
95.2002,73.5963,45.0581,63.3622,89.7748,116.5098,70.1057,114.7681,104.7962,86.8656,114.7969,94.9526,45.1144,73.4405,91.5148,54.4607,93.1174,75.0919,73.1680,86.1998,69.6188,27.5193,46.9040,62.6810,34.4578,56.4424,45.4590,39.5331,48.8533,43.2240,0.095751,0.065819,0
132.3267,130.8228,135.2697,116.1099,143.4518,162.1067,147.8013,155.6509,139.6760,138.0104,99.3291,89.2849,114.3369,137.7150,160.3435,142.3845,156.7511,140.1898,132.5635,102.4220,90.9924,117.3232,143.9017,166.5627,139.3768,169.2989,147.6896,126.9367,110.6149,95.7973,0.041983,0.051817,0
89.8675,61.2634,40.6288,35.4424,47.6829,143.3248,82.5081,74.5176,127.2267,120.0092,51.1803,126.4939,23.9797,33.6280,98.9909,59.1924,48.1117,76.7331,84.5573,41.4021,84.5611,20.9927,25.7611,55.7307,48.7732,34.9389,41.4891,72.9835,22.2080,43.0605,0.064633,0.067321,0
226.1989,222.1549,223.7426,255.0000,253.0738,252.0598,244.4658,204.6184,240.1467,230.6822,135.7407,220.6904,255.0000,252.2816,250.3604,242.7230,197.6107,236.0738,225.2534,123.3022,217.5424,255.0000,252.1184,250.3278,243.5489,199.7542,236.0198,226.5513,130.3304,220.7509,0.020601,0.058318,0
59.0874,59.0120,26.8319,53.7963,57.5500,52.8486,69.9708,92.7138,70.8524,55.3330,37.0276,41.7186,55.4278,54.0143,56.7452,80.3193,52.1736,75.5402,70.3067,35.0986,51.8690,26.8161,32.2833,28.4548,32.2343,39.2074,35.3043,19.6392,13.1352,14.3881,0.036353,0.044390,0
187.0675,135.6912,137.1440,203.7632,206.8181,225.8997,199.7811,141.8824,160.5104,215.0538,171.2741,159.3896,157.3165,183.5195,218.3387,79.2127,80.9597,103.3632,144.0616,136.1621,117.9333,162.4527,179.3144,215.0864,85.4903,80.7885,102.3429,153.9408,138.9024,115.8504,0.036411,0.048692,0
209.0898,193.5051,194.2162,243.1889,221.5640,227.6593,242.9503,124.9919,159.6936,243.4052,203.9719,215.7467,241.7225,206.9017,218.3683,241.5002,89.6057,128.0921,241.1880,174.6991,201.3864,241.7008,205.7883,216.1817,242.0818,88.4005,124.2136,247.0261,178.5364,205.9926,0.017770,0.026685,0
140.9646,161.0488,117.3993,118.8509,119.4207,163.9462,127.1505,128.5769,177.5951,137.2789,132.7517,162.4225,166.2351,122.2889,191.4680,161.0842,97.4800,186.7587,177.5512,148.5926,197.5974,99.0926,73.4296,114.2504,105.4360,73.8356,137.7929,137.7898,134.8634,178.3298,0.049730,0.057586,0
98.7203,89.5635,28.4256,86.0963,96.7810,81.3766,103.3716,174.3568,84.3104,55.8903,123.8515,81.1360,113.0450,107.9458,86.9698,59.5762,98.6461,85.9043,101.9759,73.7701,79.0965,37.1106,44.0229,17.6974,22.8654,76.1229,15.5488,8.6341,21.4037,12.4715,0.045221,0.056018,0
76.0783,60.6903,59.4379,74.4559,77.2440,69.8552,55.9600,72.1064,72.3725,98.1362,83.3997,81.1789,59.4359,54.5645,61.1101,42.3357,55.0976,60.8061,81.4754,66.3664,65.0368,56.5884,57.9261,59.0093,41.3527,55.6805,56.6059,77.9638,67.7893,61.9933,0.091579,0.082291,0
183.6685,156.1333,152.9302,219.9260,179.9636,219.6058,205.7850,144.7193,201.5399,177.9946,135.2395,168.9452,211.5125,137.5001,211.2007,172.6285,63.3343,174.8075,178.4786,88.7396,168.2541,211.0686,135.4526,209.4664,164.2681,51.8800,173.3040,178.1052,88.0972,165.9920,0.046384,0.080402,0
111.1800,96.3131,81.0044,132.1855,112.2516,126.8589,117.2894,89.5246,98.0322,113.8361,105.9568,105.0812,119.5000,98.1275,114.0708,95.0555,74.0354,81.9042,101.6720,92.1435,90.6727,102.6627,82.9787,98.8904,73.2752,61.9171,67.4398,88.5010,77.2347,76.4255,0.092150,0.075452,0
101.0297,102.5572,74.5987,67.6732,75.9651,70.5636,97.7295,143.1138,109.7485,118.1646,127.0432,99.0056,69.9361,92.0749,85.6806,107.3729,136.2590,104.7519,121.2453,115.8287,89.7435,55.2411,68.9765,68.0105,73.5541,102.7007,77.9395,79.1762,86.7153,58.8633,0.089629,0.063485,0
102.3807,84.8403,58.5966,91.8563,101.5280,100.7016,121.2371,124.9425,116.3062,88.1464,81.5176,95.1118,78.4192,80.7983,88.3930,107.1052,95.2041,97.2630,72.8300,64.5236,79.0778,46.0710,56.8890,60.1382,72.5086,70.7525,65.6213,51.4592,46.8773,56.9758,0.118349,0.098557,0
