r_mean,g_mean,b_mean,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,g_0,g_1,g_2,g_3,g_4,g_5,g_6,g_7,g_8,b_0,b_1,b_2,b_3,b_4,b_5,b_6,b_7,b_8,grad_mean,grad_std,label
115.5486,114.2685,125.8129,85.3308,114.0115,92.5144,126.9816,156.2123,88.6691,130.1841,170.0832,75.8952,98.6141,152.0701,73.8907,137.1619,179.5600,79.3749,111.0778,116.3925,80.3285,107.6173,170.1875,43.2616,147.9081,200.6493,64.8920,136.6130,173.2549,88.1280,0.042198,0.070940,1
120.5874,116.5343,111.8724,228.4272,74.4343,50.5203,139.9330,102.6376,69.9592,104.5741,177.0987,138.9883,226.6070,74.7478,57.2871,127.5335,94.8715,76.7760,97.0797,162.7987,132.6139,222.1864,74.3537,70.7064,122.4157,83.8149,93.7448,83.4270,133.2667,124.7709,0.031895,0.055234,1
103.9890,109.2041,117.2961,117.4333,96.0887,141.6906,165.5319,71.3784,119.4635,82.4808,57.5051,85.9035,114.8279,94.2158,135.1246,162.4597,89.4704,123.9373,91.5005,85.5997,86.5792,112.0110,92.7377,118.1644,144.6049,140.7893,118.0643,96.6889,141.2312,90.8139,0.047345,0.064184,1
135.9911,121.7048,103.4204,163.0877,105.7083,71.1189,147.8411,141.3445,146.8845,143.3003,176.5072,127.3757,123.8469,122.0941,95.2533,91.8568,119.9168,159.4981,110.3041,150.6125,120.9605,60.9881,108.3208,77.5750,80.5397,105.7869,166.4915,87.5262,127.4568,113.7592,0.072655,0.079701,1
99.8608,95.6118,85.5670,159.3210,159.1578,129.6215,104.2330,87.8807,84.6144,64.0486,72.0389,42.1971,158.6137,156.2178,129.5611,91.9025,86.9560,79.8634,58.2243,63.9813,39.7139,154.6700,151.1382,128.3396,64.7392,75.6818,63.6962,50.7622,50.9294,35.0973,0.083025,0.086544,1
119.7724,116.6240,113.8395,87.1809,94.3755,222.7309,112.9984,94.1035,148.1040,83.8530,118.8912,115.6189,84.1859,92.6117,223.3151,107.5613,89.9349,144.8696,80.6554,113.5256,112.9373,81.6950,93.1665,224.7450,102.6451,82.2245,139.1808,79.0551,108.9816,112.9901,0.075422,0.079780,1
159.7973,151.5117,143.6485,162.0775,167.7072,161.9604,161.8419,185.1187,159.6762,150.7343,149.3511,139.8727,156.9945,164.4920,157.9035,154.6879,176.1971,152.5019,137.7578,137.0210,126.3806,150.5598,161.3941,151.3308,148.2159,176.1470,145.4225,123.2946,124.8187,112.0838,0.018996,0.041607,1
150.2680,144.8470,132.8916,179.6699,183.7956,165.8994,176.4607,142.5641,156.4346,116.7967,134.5413,96.5444,173.7136,178.0232,159.8644,170.4752,138.3121,150.4460,112.0000,129.3216,91.7552,157.9849,163.7276,147.4733,155.2712,129.3391,138.3860,101.6802,117.5863,84.7924,0.022191,0.040117,1
246.7249,246.3246,240.4010,255.0000,245.5802,255.0000,255.0000,199.0147,255.0000,255.0000,246.5539,255.0000,255.0000,249.1789,255.0000,255.0000,186.6120,255.0000,255.0000,251.8386,255.0000,255.0000,246.5616,255.0000,255.0000,138.2658,255.0000,255.0000,249.9923,255.0000,0.009317,0.036455,1
188.1018,188.4428,189.1251,194.0990,196.1850,197.8522,197.7832,159.7271,197.2153,171.4259,176.8277,202.1040,194.8271,201.1571,202.8625,202.7872,161.6343,202.2542,176.3488,171.8974,182.7772,195.1397,204.4104,205.8459,205.7905,165.6324,205.0859,180.6814,168.6247,171.6105,0.015514,0.048670,1
151.5745,154.1970,150.8393,133.4561,157.0896,173.3582,142.4131,152.2303,144.6566,145.7538,156.5586,158.4674,133.6130,157.8711,172.9367,149.7633,154.9578,150.6137,150.1483,158.5831,158.9557,142.1509,159.8830,169.1889,144.3126,151.5121,140.5568,144.1012,154.2955,151.7686,0.032553,0.056799,1
217.4813,221.7735,224.8685,250.0089,208.3155,250.1890,225.8151,146.7829,241.5666,237.3223,159.8932,238.9897,249.3033,200.8211,249.5710,237.0168,168.9972,239.3653,239.4978,176.3689,236.2805,249.0804,199.3324,249.5268,241.3760,182.7394,239.3501,241.3092,186.1469,236.0247,0.025843,0.058542,1
132.7927,131.9373,130.9264,129.7704,111.1899,113.6595,121.0128,138.9984,140.7230,138.5526,140.8766,159.6478,131.8420,115.3968,116.6393,119.1578,139.4585,140.0685,130.9917,136.9019,156.3694,127.3298,122.4485,120.4586,111.3029,135.9591,140.4761,128.2252,133.1826,158.3093,0.039269,0.044156,1
127.3617,71.6165,68.1257,106.4916,113.1863,148.6872,124.2505,122.6141,201.6858,65.6969,93.8288,168.6721,59.4094,39.5816,64.2004,88.4774,71.3881,169.2083,7.4200,22.0180,122.0512,56.1278,33.0627,57.1250,87.3283,68.2699,170.1683,3.9949,16.5034,119.7921,0.063035,0.115690,1
147.9192,157.8379,156.6903,185.7195,180.5461,184.8618,161.8535,139.5563,170.7429,85.3775,117.6082,106.2878,195.8506,190.8014,195.4723,171.2569,155.2037,180.7900,83.6196,143.7470,104.9372,199.7584,192.9843,197.6387,175.6524,162.2462,183.0300,76.7883,126.7556,96.7166,0.032042,0.058359,1
34.4423,41.3558,76.4004,73.6513,19.4373,19.9196,67.2929,69.5936,3.4826,36.2371,12.3069,8.1881,85.0261,27.3950,21.7230,77.6236,79.1738,6.6393,46.5755,18.0493,10.1312,143.7092,59.3000,28.7428,142.4943,95.3452,21.7614,121.5181,55.5102,19.2567,0.037927,0.068528,1
188.3844,172.0826,166.0289,180.0405,191.4087,196.6264,163.0222,212.5579,209.6149,162.4654,189.2243,189.7651,176.3966,179.5146,196.7720,130.9503,192.7283,199.6925,138.1730,175.5507,158.7499,185.2082,180.3736,195.8098,119.9000,184.4824,198.0083,118.3332,163.8717,148.5381,0.022771,0.042305,1
181.8929,185.4872,185.6422,247.3864,96.8636,225.8384,249.3041,60.8140,221.7572,246.6079,56.5348,234.8784,251.0573,98.8629,225.7854,249.0193,79.6128,221.8645,247.2962,63.8434,234.8334,252.3881,97.1072,225.3863,247.6227,82.6962,221.7010,247.6218,64.4907,234.5364,0.017318,0.057401,1
206.2128,206.5627,207.3247,232.3414,195.5603,217.3671,223.2438,168.0944,221.2955,223.2362,174.4515,201.5285,231.3020,195.0161,218.0947,216.1252,166.9154,218.4280,219.9341,188.7035,205.3021,233.6903,199.9429,228.7888,189.5615,166.0307,217.0648,211.8960,206.5640,212.3792,0.032424,0.052613,1
126.6759,127.1062,128.1858,175.7476,150.6607,42.0095,147.2580,137.3919,67.7219,138.3521,145.4124,136.6131,178.5714,150.5071,41.9476,148.7273,139.9464,74.2214,134.6788,143.4205,133.0102,182.1108,153.5719,46.5117,149.4020,140.4409,78.8405,130.5053,142.4748,130.8469,0.018262,0.036246,1
129.2306,126.5041,135.9868,159.7083,125.4293,183.1937,140.4164,123.4950,153.6916,92.0041,95.4749,90.7374,154.4751,120.2529,172.5561,137.6109,121.0967,145.9959,95.7685,99.6773,92.0072,168.9130,131.9418,188.6043,152.5884,134.5132,159.9217,96.4051,102.0294,90.0509,0.019229,0.034650,1
169.9977,180.1510,174.2716,170.3880,180.3679,173.3524,173.4455,140.3364,168.0821,187.7341,149.6952,186.8650,174.0849,184.6426,179.8943,178.9182,160.9072,179.9681,193.2717,174.5607,195.1888,175.0290,176.7719,182.6267,177.8137,134.1433,176.0467,194.0854,159.5183,192.7310,0.019011,0.037761,1
143.5309,125.2419,114.0206,142.7862,139.6687,128.9791,174.7914,165.6219,160.2430,132.9005,117.3243,129.4171,128.9602,128.1306,119.0688,135.4055,127.2917,128.8648,125.7362,110.7583,123.0503,116.2215,113.8808,106.7328,122.3140,115.8862,116.9294,116.7202,103.7007,113.8098,0.068771,0.074278,1
239.3137,239.9353,241.5643,255.0000,230.3710,255.0000,255.0000,175.1924,255.0000,255.0000,219.1833,255.0000,255.0000,227.2031,255.0000,255.0000,188.8524,255.0000,255.0000,214.1940,255.0000,255.0000,227.8476,255.0000,255.0000,201.7504,255.0000,255.0000,215.1911,255.0000,0.012884,0.047090,1
213.6550,200.1507,164.4699,212.1759,208.1922,207.6669,212.5760,220.8098,212.0686,214.3709,220.4343,214.4280,207.4040,203.6219,202.7788,198.5886,174.5061,200.9654,204.8044,202.2708,206.5943,196.4520,193.0612,190.1732,168.0226,84.5597,174.5782,171.3069,122.8566,180.3687,0.022489,0.052992,1
241.3399,235.2138,227.7033,254.1059,234.9571,254.6261,248.8205,185.7774,252.5627,253.8169,233.4935,254.5950,254.0637,236.0582,254.7236,248.2524,145.3406,252.5548,253.5986,219.1440,254.3776,254.0232,235.7683,254.7402,247.3146,103.0868,251.2617,253.2670,197.8772,253.7584,0.011039,0.037535,1
113.8662,110.8332,110.3868,125.4707,149.9905,168.9244,107.2413,60.2578,181.8264,73.1181,62.7860,94.7035,115.9656,145.0406,157.1489,125.6367,87.4254,147.8305,85.6133,61.4911,71.2765,91.7767,135.0406,133.0936,160.5573,143.1105,78.4943,123.4527,90.5222,38.0286,0.047691,0.062332,1
89.5897,88.8593,87.1000,56.2378,35.3171,104.1867,86.3966,67.1359,133.8674,87.2568,88.2968,145.6751,55.7882,43.0353,111.3052,82.9730,72.5013,136.1070,81.2319,87.7158,127.6414,52.4047,48.2025,119.0667,70.6348,67.5867,135.2512,84.6053,89.1954,115.4800,0.074069,0.111639,1
215.9485,216.0807,215.6126,232.9255,243.4068,250.9241,210.7173,186.4195,243.6992,171.9416,157.1461,247.5101,232.9255,243.4068,250.9241,210.2619,187.9824,243.6992,171.6897,157.4576,247.5101,232.8257,243.4068,250.9241,208.4841,186.8621,243.5875,171.1346,157.0155,247.4160,0.021081,0.054036,1
91.7791,99.6904,87.0172,66.9211,22.4210,225.6828,77.4459,60.7484,99.0138,99.3726,89.2407,84.7438,71.0793,83.9322,210.0326,76.8990,77.4472,104.6918,100.5151,88.6439,83.2979,66.7029,118.9899,99.9543,69.3755,81.4911,90.0909,97.0166,81.4944,77.6658,0.063563,0.086180,1
137.7752,137.1633,135.6508,238.4647,150.9331,173.4046,179.9343,72.1395,96.9976,141.7446,92.1168,99.1616,239.5996,153.7867,169.3546,179.3446,71.9203,95.0440,140.9995,90.4891,98.9091,238.7297,152.7415,162.5235,178.0103,73.6989,91.8432,140.3303,89.5200,98.3749,0.063857,0.092447,1
172.1661,175.1859,177.8298,207.8367,154.5706,225.7774,176.3416,150.5371,126.8904,183.8695,148.3667,177.4165,210.3527,167.4288,228.5007,172.1432,145.6363,135.2640,186.3881,151.2733,181.8691,211.2292,170.4906,230.4955,168.4562,150.9853,141.0037,187.2997,157.7779,184.7424,0.057278,0.080597,1
205.9646,207.1953,204.0380,226.9194,248.3976,254.9925,171.1047,203.5644,254.6022,151.9197,157.4150,183.8599,226.2329,248.8802,254.9925,173.5037,209.5392,254.1615,154.5287,160.4044,181.6175,225.4491,248.9525,254.9181,168.1123,204.9106,252.5518,147.5054,153.5750,179.4204,0.020851,0.069141,1
54.9700,65.7025,69.8130,73.6655,71.7083,28.5214,61.8038,76.2408,32.2419,67.6459,54.2128,29.3741,83.0557,88.1216,36.7303,82.4846,85.5357,36.0933,77.2673,65.7371,37.1173,88.2865,92.2046,41.5355,88.4005,90.5379,38.5083,77.7778,70.2091,41.7040,0.067493,0.087329,1
121.0002,114.5994,115.2504,134.7371,117.0448,105.5648,84.3736,150.8867,132.3670,90.7905,161.4327,111.0965,136.6239,128.9806,106.8530,94.7114,124.4035,121.4121,84.6454,125.0949,108.2990,146.4215,145.9279,115.1130,106.7506,110.8438,115.4495,79.7397,106.8340,110.0025,0.069492,0.072376,1
99.2186,104.9710,105.4658,106.5191,101.0187,136.2116,126.1356,116.8611,128.6236,78.1555,42.9292,58.6492,104.7761,100.1156,134.5824,125.0493,115.4920,127.1347,98.1958,62.7231,78.1080,98.5414,98.2802,125.2780,125.4122,113.7069,122.2889,109.9315,70.5773,86.2372,0.068891,0.077962,1
105.5900,93.1250,85.6745,215.8842,81.2933,122.8406,134.7712,52.3295,81.9686,44.8507,71.8365,145.5851,203.4833,71.4308,111.6959,117.1425,49.3384,71.9987,42.0746,68.8987,103.1727,187.3327,64.2927,102.7067,107.7967,44.7962,66.7832,38.2954,62.9610,97.1251,0.039266,0.063914,1
187.1250,178.5638,162.9923,206.5918,211.4283,211.1558,167.4154,108.8100,189.0272,254.9998,160.4568,175.1441,172.5178,175.3624,176.2123,174.1283,108.4667,184.7857,255.0000,181.9845,178.4615,126.4555,127.0026,129.6749,172.7852,106.6522,178.8689,255.0000,188.7144,180.3657,0.032117,0.071695,1
88.9227,90.5560,87.2242,54.6629,78.7456,34.4303,84.9953,120.5733,100.3294,87.5153,125.4818,111.4821,63.1819,84.3625,38.3845,89.2418,123.3265,103.1614,91.0590,120.9586,99.8653,60.6552,83.2872,39.1542,84.6910,116.2274,99.0609,89.0772,117.6211,93.8305,0.087770,0.108172,1
150.3474,154.2401,154.2615,191.0420,105.1955,171.8939,104.3036,55.7830,120.7072,197.8626,151.4342,252.2775,192.7562,127.2148,181.2346,108.8631,51.0460,124.3189,197.7548,150.2592,252.2875,194.8974,134.2088,183.1228,87.4218,58.8565,128.3787,198.5681,147.8758,252.3828,0.054338,0.084546,1
98.9649,92.9457,90.1249,117.9514,83.8423,87.4797,116.2225,136.4472,79.1395,93.1058,108.9444,67.7642,114.0152,80.3030,84.7747,107.0544,120.1727,77.1024,90.3988,95.7288,67.3961,105.9429,81.0853,80.1383,96.7040,123.5743,67.6686,93.6757,93.8137,68.7834,0.061683,0.067979,1
140.2586,144.3373,129.8576,154.2661,122.7069,97.7241,219.4751,105.5475,72.4803,215.3754,152.0659,124.0051,154.1555,117.3641,91.7252,215.7292,131.3445,92.1771,213.0916,156.2851,127.7648,141.9608,103.1649,77.9045,195.5116,107.6405,75.0299,190.4578,152.4845,125.0741,0.033928,0.066424,1
73.0338,72.0994,71.5434,75.0354,92.7113,59.8725,85.0248,83.5985,75.9231,50.9022,61.8419,72.2861,77.6236,91.8252,59.1513,82.7631,83.3074,76.2354,49.5708,60.3699,67.9632,78.5039,90.9646,57.6444,79.5727,82.8761,76.3147,48.1484,60.4749,69.2793,0.063940,0.088322,1
161.7639,150.0712,138.3724,149.6622,192.5609,196.3083,132.9122,152.9489,202.2465,166.1120,90.9722,172.4050,135.0489,163.4686,170.1431,128.7310,140.6385,184.1972,165.7534,90.4719,172.1718,119.6378,136.7820,146.2007,126.6194,122.9378,164.2085,165.7035,90.4448,172.6046,0.052381,0.100472,1
166.0905,156.6222,149.8749,152.6041,177.3516,182.1564,192.5109,167.2814,186.5210,157.3919,129.4282,149.8314,142.3987,158.1835,149.5130,189.5483,160.2014,173.4955,157.3557,129.1549,149.7202,128.4405,137.9509,127.9578,188.1381,156.8308,166.0247,159.4050,131.7500,151.9192,0.046092,0.089247,1
58.7593,61.5383,71.0216,41.3115,64.5028,68.1246,63.3309,67.3781,56.4444,62.4193,65.1203,40.0250,39.4812,73.1323,61.8867,60.5918,72.4099,77.8855,54.5333,62.2246,51.0475,42.1344,80.8382,77.1365,66.2834,83.9214,88.0889,59.2606,81.1638,59.4397,0.089702,0.091981,1
158.7085,159.7108,158.4518,202.1638,99.5302,121.5248,188.2230,145.7379,103.8905,123.4865,196.0062,248.3174,203.0994,104.0379,123.1462,188.2932,147.1431,104.0052,124.5403,195.4571,248.1650,203.1004,106.5683,121.4998,186.2804,141.4302,102.3829,123.1180,194.2617,247.9198,0.047693,0.074481,1
108.3841,120.2036,120.5252,140.9804,96.8925,109.3061,85.7119,73.7080,101.8573,119.7757,134.4133,113.5275,142.1594,97.1744,122.5638,87.0181,92.3501,160.2096,120.1776,137.6603,122.3891,135.8643,79.7173,127.0245,84.9703,101.1477,186.7381,116.0035,133.5187,119.0291,0.068885,0.080603,1
169.2486,166.8917,140.9525,213.8486,214.9847,208.6850,181.9876,141.3725,152.7509,142.1007,129.7205,139.9120,190.8397,187.0960,185.6710,173.7438,132.8377,147.3074,165.8607,159.6907,160.2098,166.0004,153.0917,162.5741,152.9933,110.8555,134.2153,135.0714,121.2496,133.7168,0.046003,0.080646,1
70.5860,115.7647,85.1596,6.0824,134.6111,16.9554,36.6115,159.5061,50.4565,37.6589,144.0019,48.6683,73.5851,164.9670,93.7592,91.3904,169.3976,103.4013,89.2896,157.5776,98.3149,25.2738,147.0486,42.0403,52.4733,163.7931,67.3920,53.9920,149.5888,64.2867,0.044558,0.074188,1
142.5067,132.6733,129.5467,102.2330,110.3761,97.7355,158.0800,123.2808,130.2981,180.2900,187.9371,190.1715,98.8183,103.1910,94.2027,151.5730,99.9323,125.0395,176.2546,172.1107,171.2920,96.8180,100.0555,92.3630,152.9751,93.2605,123.1931,177.5881,168.2637,159.9403,0.058296,0.083244,1
114.6748,188.6938,171.7497,49.0327,159.4765,63.2659,64.7000,178.8248,108.9560,97.6683,181.0869,128.0984,196.7322,192.8932,200.9043,166.0632,199.4229,194.2523,168.0768,194.5637,185.6611,168.1340,188.3668,171.7911,149.9296,191.9291,176.1123,148.7829,185.3373,165.5384,0.036159,0.058118,1
184.6831,164.0807,152.2285,153.8236,192.5748,189.2185,175.4695,212.6841,244.1505,139.3781,167.5297,185.8531,79.2125,159.2763,178.4133,156.1875,205.3549,238.6223,113.4477,154.8514,188.0996,22.0338,128.8486,175.9309,150.9022,204.2490,234.8199,105.3983,151.8318,191.3343,0.044132,0.079154,1
139.2144,134.7746,133.0620,103.6179,228.7825,129.2492,91.9329,229.4310,148.0412,74.9614,138.5874,106.3644,104.7361,231.1888,129.6795,91.5339,220.8972,147.4388,60.5256,119.2434,105.7610,106.5165,232.5513,129.2730,89.8585,214.6727,143.5030,59.1806,116.1474,103.9396,0.044228,0.078985,1
150.5318,140.9444,138.9035,136.6231,108.6333,148.8832,138.1198,209.7536,158.8704,141.7712,149.8380,161.0622,136.0873,99.0905,149.5802,137.5591,175.9093,157.8617,141.6739,109.3067,160.8240,140.0338,98.1022,151.8796,140.2733,156.0244,158.8814,144.2777,98.3195,162.0885,0.022825,0.058737,1
136.6401,135.9072,138.1550,134.7453,86.4969,126.4429,155.4023,167.9307,148.4053,163.3357,89.3173,157.4359,137.2241,76.8948,127.5249,157.6295,169.0864,149.8347,165.3025,81.1204,158.3653,138.5347,75.3531,128.6043,159.4240,182.0140,150.6505,166.8807,82.2818,159.3636,0.015388,0.042071,1
168.9814,157.0928,158.4257,158.0558,168.3891,217.5462,197.7623,201.5443,173.2555,130.7966,123.7571,150.1186,132.5000,147.1219,208.3205,192.5671,198.2433,150.4693,121.3374,113.3512,149.8962,127.1870,145.3653,205.2865,196.5994,202.3452,146.3483,127.7693,118.0540,156.6129,0.044866,0.082565,1
94.9775,67.2881,51.4555,13.9465,101.2789,13.8844,80.8426,159.5203,93.6908,125.8264,119.6173,142.7668,12.7045,26.5607,11.4298,52.1872,148.4230,60.4221,90.0420,98.7294,102.0959,13.9944,24.7358,13.0299,33.0183,144.4661,35.9923,53.8281,79.1475,62.3904,0.035518,0.058619,1
197.0034,187.9071,185.2516,203.2634,189.7173,228.7450,189.4422,141.4381,201.3035,224.6897,155.7501,239.6456,191.2052,185.3853,231.2490,174.4157,114.0077,195.6083,219.8827,138.2475,242.3341,188.6539,184.0933,234.0381,167.5589,94.8507,198.7027,219.9227,133.4643,247.2709,0.040050,0.070896,1
187.2338,179.6229,178.7791,230.0059,204.1139,231.0751,225.7541,218.1261,217.9699,148.3162,86.7122,123.5961,227.2152,180.4553,230.8274,221.3501,215.1222,209.5207,141.4887,72.7491,118.5602,223.1047,176.4155,228.0044,219.9698,220.5479,208.0119,141.9226,71.3275,120.3568,0.036915,0.082236,1
149.2961,130.2269,122.7684,161.6184,201.9137,165.6063,203.9280,193.6870,175.1195,72.5889,66.7404,102.3328,118.6538,159.4216,139.5287,202.8093,187.3001,156.7234,70.9010,57.0385,79.6885,93.0678,125.0097,126.2749,206.1727,193.2216,153.6041,72.3993,61.2667,73.9433,0.045764,0.071719,1
166.1434,170.2168,169.0809,185.8228,221.1258,205.9178,141.7543,207.6250,191.4247,87.9990,143.7648,108.7520,194.3123,230.0080,212.1879,149.0708,206.6705,194.2133,93.8644,138.8848,111.7605,198.7659,235.6330,214.5392,150.4771,200.3067,186.8041,93.1278,132.3234,108.8865,0.030069,0.062891,1
229.1185,226.0995,227.5459,253.7852,240.6394,253.9894,247.9071,232.1015,252.9882,199.3366,180.7366,201.5876,253.7859,212.4666,253.9894,248.1673,230.6594,253.0394,200.0529,181.7690,201.8583,253.7867,216.6064,253.9894,248.6433,233.6914,253.1105,201.8265,183.6969,203.4221,0.016862,0.056072,1
147.6629,128.1530,113.7541,164.1432,178.0357,168.4874,151.7425,151.4302,164.0581,132.3150,85.9126,133.7437,135.6276,163.9994,144.7634,128.6927,146.4104,141.2836,108.1396,75.4151,109.8447,113.7471,153.8426,127.0820,111.2335,142.2788,124.7736,90.2444,68.1523,93.1449,0.055972,0.103650,1
149.0578,132.9731,125.3939,140.5238,233.6622,230.0584,97.3988,139.6320,188.9055,86.0670,89.6224,135.1254,127.1754,208.9695,204.6159,90.6255,131.2942,161.2357,73.1209,78.0377,121.2780,108.6372,188.6642,190.4399,76.0797,133.5044,143.3313,73.6278,86.1050,127.1410,0.043974,0.066898,1
186.5534,190.7084,205.3919,210.6000,196.7137,208.6121,210.1690,194.2878,204.8002,160.2683,142.7038,151.1103,216.4860,199.6468,214.1823,216.1504,198.2436,209.8844,162.7872,144.8543,154.4512,232.3283,217.6187,230.1600,231.8830,217.3898,226.7532,172.0862,155.1932,165.3833,0.022717,0.061014,1
183.8865,190.6384,196.2633,132.9945,225.5506,230.6901,154.8481,164.2017,229.2758,128.2548,191.8296,195.5257,139.9702,227.0062,233.0326,147.5420,162.9049,231.9353,136.5638,215.8548,218.9649,156.4297,220.8615,231.2128,152.6877,180.2835,229.8699,133.9377,228.7264,230.4173,0.034596,0.073272,1
159.4096,154.6920,151.4566,162.4492,87.7761,50.8751,174.2724,146.3693,107.6712,241.6297,240.7251,220.7099,167.4076,75.1252,47.2542,176.4438,135.3541,93.9725,241.8581,238.9981,213.9472,144.8213,69.7491,51.0854,182.0205,129.5680,86.1408,242.5862,238.1752,216.7245,0.032863,0.059701,1
167.4924,185.3043,200.9990,159.7069,206.6672,166.7566,86.0249,199.6685,189.9636,154.4592,160.2118,183.2005,178.5238,222.9997,185.0335,135.4740,211.7136,207.8800,166.7791,166.7515,192.1723,198.7523,233.1749,205.5508,175.1512,221.1403,224.6923,177.6268,175.5200,197.3600,0.043199,0.070311,1
217.9301,215.6375,215.0328,251.7049,128.5268,253.4341,247.6861,173.9643,250.3815,248.7674,156.9371,250.9522,251.6364,123.3840,253.3901,247.6733,171.7844,250.4235,248.3447,144.4483,250.7429,251.6112,121.2905,253.3441,247.9373,173.9161,250.4226,248.2324,139.0583,250.5939,0.023769,0.069209,1
192.8230,208.5969,221.8052,143.2289,147.7039,222.5864,168.7446,174.4957,219.8611,223.5359,208.0776,225.3144,191.2424,185.3170,229.7396,192.1492,182.4368,224.4208,227.6354,213.0269,230.8216,219.9501,207.6427,244.1578,209.5773,190.0880,230.7531,239.4446,222.3381,232.4699,0.025700,0.041376,1
223.8383,222.9107,223.4513,254.9996,165.6377,254.9989,254.7699,153.8964,254.2928,254.9157,167.5040,254.8215,254.9996,163.0178,254.9987,254.7694,150.9173,254.3132,254.9149,164.7813,254.8149,254.9996,164.5730,254.9987,254.7753,153.0318,254.3817,254.9153,165.8576,254.8373,0.017605,0.053662,1
93.9927,73.3410,57.2241,14.6146,77.3312,15.7366,77.7139,174.1047,97.4380,121.3643,118.3365,145.5404,12.7189,76.7700,13.6984,47.5519,168.4026,65.0199,82.4986,90.4193,99.8057,13.9266,76.1147,14.6949,28.9249,168.3977,42.9682,46.2635,63.9149,57.1748,0.036162,0.058438,1
79.1437,61.8342,50.8579,7.8096,76.7297,7.6179,50.1606,140.3518,128.5498,102.2591,110.6817,84.5733,7.9753,28.8919,7.6271,32.4368,141.1989,110.6159,75.8829,87.8411,60.7004,8.1710,27.1297,7.6438,18.4107,141.0258,102.5126,41.6600,67.8420,40.0820,0.034599,0.057801,1
105.5998,91.5587,89.1835,97.6500,84.2620,76.3635,157.5843,163.4392,146.9733,53.6135,83.5120,85.7259,87.3075,84.9845,78.5186,120.2532,158.9216,147.6051,42.7330,49.1723,53.7312,91.3340,88.8721,85.5995,103.9111,159.2275,153.4427,38.6930,35.6827,45.4056,0.044087,0.072767,1
87.2648,70.3577,57.5223,21.4474,53.3905,19.1553,70.8557,158.5847,74.3512,111.1545,126.1075,146.8769,20.8146,55.0011,18.7323,48.7901,158.2911,49.0891,74.3817,107.7994,97.3523,23.5990,57.7053,21.4204,36.9357,160.1824,32.2082,43.6713,90.5626,49.0400,0.032488,0.055067,1
111.0740,110.6493,108.4115,93.2498,115.8566,155.5735,76.3609,101.0092,114.7673,118.7308,87.7943,136.1477,87.6267,119.6980,153.4414,77.9885,106.5218,86.4535,139.6724,105.5024,118.9716,83.0418,112.6868,157.9971,90.6656,82.2798,77.5420,158.3764,122.0612,91.5282,0.035737,0.054956,1
162.3987,146.8113,116.1637,114.6223,139.5835,123.3076,157.4366,199.3463,153.3067,202.3851,179.5994,191.8305,105.6075,129.8041,99.6851,159.1721,167.1165,128.1086,205.0267,169.1762,157.9962,78.6441,97.8295,51.9898,140.4061,101.1594,85.2200,205.8768,145.8829,139.4838,0.056684,0.070372,1
123.1675,125.6839,121.7317,108.1651,119.9380,112.5679,111.4423,117.5220,126.4012,143.1079,108.6567,160.2343,107.0743,118.5440,110.9980,117.4000,123.2610,128.7484,150.7951,126.0807,147.6940,103.7553,115.1123,108.9059,119.3440,104.1724,123.5454,167.1225,129.3609,124.1045,0.046229,0.065547,1
141.3070,143.8345,132.8061,202.0915,173.8906,179.4577,122.3402,129.7234,149.9687,110.0191,136.2253,69.9298,201.8702,174.2908,182.3432,124.4339,132.9508,137.2784,122.7027,151.6862,68.8709,189.6508,157.9479,167.2326,117.5450,121.9364,107.5180,125.1350,151.3475,58.9356,0.038478,0.056085,1
135.6664,125.9064,108.1004,78.5287,130.1024,115.9819,104.9954,137.1943,156.9314,92.7799,206.4226,196.3183,67.0415,119.1845,104.8950,92.0598,133.3086,144.8548,84.2167,198.3895,187.4155,53.1880,101.5736,94.1695,41.8123,125.2043,136.5426,63.5244,179.3231,175.3557,0.042180,0.068046,1
72.8473,73.9312,81.2202,102.0161,86.7200,69.1033,53.1993,21.6478,83.1926,47.1779,73.6984,118.0786,95.0113,74.0437,69.8619,65.3577,24.5126,86.6559,60.4613,75.6223,113.0764,87.5875,64.7919,77.3215,104.2301,29.7196,65.4511,117.9416,84.8018,98.4342,0.037603,0.053076,1
124.6864,123.2400,116.9340,138.4461,109.3132,142.7672,117.5688,132.4738,97.8025,109.1299,118.2869,156.4871,134.8601,108.6537,141.3378,107.4980,109.6613,106.0416,126.2695,129.8684,145.1548,127.1114,98.7512,135.5418,122.9501,63.6005,99.9403,154.0780,148.1541,103.1291,0.033854,0.059640,1
128.0054,116.7950,103.7783,120.5642,159.5488,170.7283,142.1757,157.8771,155.0624,107.3743,73.2283,65.3043,123.2715,152.6505,157.0705,127.4988,126.9833,131.2517,99.9561,68.8145,63.6624,101.6009,131.6912,137.6619,115.6122,114.6510,116.6924,89.1400,70.8493,56.0395,0.046579,0.052320,1
109.6416,109.0951,120.5079,89.5798,113.6761,93.3212,131.8531,166.7202,85.0398,107.3929,129.2041,69.9857,101.8027,151.9479,75.4410,140.4533,178.3939,77.5195,92.4140,87.9195,76.0625,111.1609,170.0730,46.1799,151.7491,204.0834,67.7607,115.0317,133.3081,85.4434,0.044510,0.072516,1
